time,A,B,C
0.0,2.0,0.5,0.0
0.01001001001001001,1.8956608336733072,0.5137385689062371,0.059219478111792456
0.02002002002002002,1.8017796769293755,0.5269532124107104,0.11328781049020001
0.03003003003003003,1.7169506996406996,0.5396812781900621,0.162897796602164
0.04004004004004004,1.640010375345519,0.5519564733809803,0.20862305134950931
0.050050050050050046,1.5699873880037165,0.5638093759458059,0.2509426709660002
0.06006006006006006,1.5060643514553518,0.575267857050888,0.29026007514841157
0.07007007007007007,1.4475483809208594,0.5863574287296943,0.32691748628564776
0.08008008008008008,1.3938481638730518,0.5971015350253073,0.3612072071983606
0.09009009009009009,1.3444558938349394,0.6075217959321474,0.3933805038857083
